source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,lbrryNm,ctprvnNm,signguNm,lbrrySe,closeDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,seatCo,bookCo,pblictnCo,noneBookCo,lonCo,lonDaycnt,rdnmadr,operInstitutionNm,phoneNumber,plotAr,buldAr,homepageUrl,referenceDate,insttCode,insttNm
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-11-14,place,불로문화체육센터 작은도서관,작은도서관,서구,인천광역시 서구 검단로768번1길 3 (불로동),37.61299724,126.6858828,불로문화체육센터 작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1220,불로문화체육센터 작은도서관,인천광역시,서구,작은도서관,일+법정공휴일,07:00,20:00,07:00,17:00,00:00,00:00,54,1220,0,0,0,0,인천광역시 서구 검단로768번1길 3 (불로동),,032-561-5670,,,,2025-11-14,3560000,인천광역시 서구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-26,place,학2마을작은도서관,작은도서관,동구,"광주광역시 동구 남문로693번길 11, 학2마을아파트 (학동)",35.12981549,126.9282277,학2마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3215,학2마을작은도서관,광주광역시,동구,작은도서관,일+국가지정공휴일,09:00,17:00,09:00,12:00,00:00,00:00,12,3215,0,0,0,0,"광주광역시 동구 남문로693번길 11, 학2마을아파트 (학동)",학2마을아파트입주자대표회의,062-223-1168,,83,,2025-06-26,3590000,광주광역시 동구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-26,place,월남호반독서치유도서관,작은도서관,동구,"광주광역시 동구 남문로 377, 월남호반아파트 (월남동)",35.10512654,126.9371396,월남호반독서치유도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;6414,월남호반독서치유도서관,광주광역시,동구,작은도서관,토+일+국가지정공휴일,15:30,18:00,00:00,00:00,00:00,00:00,39,6414,0,0,0,0,"광주광역시 동구 남문로 377, 월남호반아파트 (월남동)",,062-227-0660,,156,,2025-06-26,3590000,광주광역시 동구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-02,place,도담도담어린이도서관,작은도서관,북구,광주광역시 북구 우치로 45(중흥동),35.17171831,126.9115915,도담도담어린이도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3100,도담도담어린이도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,17:00,13:00,17:00,00:00,00:00,20,3100,0,0,3,7,광주광역시 북구 우치로 45(중흥동),,062-514-8291,,56,https://www.smalllibrary.org/library/detail/1048482,2025-06-02,3620000,광주광역시 북구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-02,place,동림동작은도서관,작은도서관,북구,광주광역시 북구 북문대로 236(동림동 행정복지센터 3층),35.18702965,126.8666034,동림동작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5270,동림동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,15,5270,2,0,5,15,광주광역시 북구 북문대로 236(동림동 행정복지센터 3층),광주광역시 북구 행정복지센터,062-410-8703,,186.44,https://www.smalllibrary.org/library/detail/1048355,2025-06-02,3620000,광주광역시 북구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-06-02,place,동이트는작은도서관,작은도서관,북구,광주광역시 북구 당뫼로 12(중흥동),35.16746852,126.9137492,동이트는작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;2000,동이트는작은도서관,광주광역시,북구,작은도서관,월+국가지정공휴일,10:00,00:00,10:00,00:00,00:00,00:00,50,2000,0,0,3,7,광주광역시 북구 당뫼로 12(중흥동),,062-525-1691,,212.47,https://www.smalllibrary.org/library/detail/1048485,2025-06-02,3620000,광주광역시 북구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-09-04,place,양평1동공립작은도서관,작은도서관,영등포구,서울특별시 영등포구 선유서로34길 10,37.5268695,126.8874353,양평1동공립작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10391,양평1동공립작은도서관,서울특별시,영등포구,작은도서관,매주 토요일+일요일+법정공휴일,09:00,19:00,00:00,00:00,00:00,00:00,32,10391,0,0,10,21,서울특별시 영등포구 선유서로34길 10,서울특별시 영등포구청,02-2670-1198,,34,https://www.ydplib.or.kr/small,2025-09-04,3180000,서울특별시 영등포구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-09-04,place,늘샘드리공립작은도서관,작은도서관,영등포구,서울특별시 영등포구 도영로7길 10,37.5094234,126.8959334,늘샘드리공립작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7619,늘샘드리공립작은도서관,서울특별시,영등포구,작은도서관,일요일+법정공휴일,09:00,19:00,10:00,17:00,00:00,00:00,32,7619,0,0,10,21,서울특별시 영등포구 도영로7길 10,서울특별시 영등포구청,02-848-9622,,267,https://www.ydplib.or.kr/small,2025-09-04,3180000,서울특별시 영등포구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-09-04,place,밤동산작은도서관,작은도서관,영등포구,서울특별시 영등포구 여의대방로61길 18-2,37.51489929,126.9245235,밤동산작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7510,밤동산작은도서관,서울특별시,영등포구,작은도서관,매주 월요일+법정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,70,7510,0,0,10,21,서울특별시 영등포구 여의대방로61길 18-2,영등포문화재단,02-849-9716,149,303,https://www.ydplib.or.kr,2025-09-04,3180000,서울특별시 영등포구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,송악샘터작은도서관,작은도서관,당진시,충청남도 당진시 송악읍 송악로 668-8(중흥리노인회관 2층),,,송악샘터작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;18934,송악샘터작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,18934,5,0,5,14,충청남도 당진시 송악읍 송악로 668-8(중흥리노인회관 2층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,송악해나루작은도서관,작은도서관,당진시,충청남도 당진시 송악읍 부곡공단4길 53-13(당진근로자종합복지관 2층),,,송악해나루작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;13772,송악해나루작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,44,13772,4,0,5,14,충청남도 당진시 송악읍 부곡공단4길 53-13(당진근로자종합복지관 2층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,고대웃음꽃작은도서관,작은도서관,당진시,충청남도 당진시 고대면 고대로 65(고대면복지회관 2층),,,고대웃음꽃작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;17505,고대웃음꽃작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,25,17505,5,0,5,14,충청남도 당진시 고대면 고대로 65(고대면복지회관 2층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,석문생각나무작은도서관,작은도서관,당진시,충청남도 당진시 석문면 대호만로 1736-13(서부새마을금고 2층),,,석문생각나무작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;17921,석문생각나무작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,31,17921,3,0,5,14,충청남도 당진시 석문면 대호만로 1736-13(서부새마을금고 2층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,대호지책나래작은도서관,작은도서관,당진시,충청남도 당진시 대호지면 4.4만세로 95(대호지면복지회관 1층),,,대호지책나래작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;21819,대호지책나래작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,50,21819,4,0,5,14,충청남도 당진시 대호지면 4.4만세로 95(대호지면복지회관 1층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2023-12-01,place,순성반딧불이작은도서관,작은도서관,당진시,충청남도 당진시 순성면 순성로 504(순성성모의원 2층),,,순성반딧불이작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10356,순성반딧불이작은도서관,충청남도,당진시,작은도서관,매주 월요일 및 국가지정 공휴일,09:00,18:00,09:00,18:00,00:00,00:00,10,10356,3,0,5,14,충청남도 당진시 순성면 순성로 504(순성성모의원 2층),,,,,,2023-12-01,5680000,충청남도 당진시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,봉선2차남양휴튼작은도서관,작은도서관,남구,광주광역시 남구 봉선로 115,35.12473714,126.908109,봉선2차남양휴튼작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1247,봉선2차남양휴튼작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,1247,0,0,0,0,광주광역시 남구 봉선로 115,봉선2차남양휴튼,062-672-7254,,65.9,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,청담에픽영어도서관,작은도서관,남구,광주광역시 남구 봉선로 158,35.12272918,126.9123713,청담에픽영어도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1200,청담에픽영어도서관,광주광역시,남구,작은도서관,공휴일,09:00,21:00,09:00,21:00,09:00,21:00,18,1200,0,0,0,0,광주광역시 남구 봉선로 158,㈜오디세이원,062-449-0579,,178.99,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,풍경작은도서관,작은도서관,남구,광주광역시 남구 제석로80번길 5,35.12181523,126.9075683,풍경작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1083,풍경작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,6,1083,0,0,0,0,광주광역시 남구 제석로80번길 5,제일풍경채엘리트파크,062-652-7734,,44,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,꿈꾸는작은도서관,작은도서관,남구,광주광역시 남구 중앙로 122-1,35.14576621,126.910521,꿈꾸는작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3315,꿈꾸는작은도서관,광주광역시,남구,작은도서관,공휴일,10:00,16:00,13:00,16:00,13:00,16:00,12,3315,0,0,0,0,광주광역시 남구 중앙로 122-1,홍정기,,,90.19,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,가산작은도서관,작은도서관,남구,광주광역시 남구 효천로 176,35.1076032012,126.8635040924,가산작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1000,가산작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,1000,0,0,0,0,광주광역시 남구 효천로 176,효천1지구 LH1단지,062-674-1676,,73.09,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,늘푸른작은도서관,작은도서관,남구,광주광역시 남구 효우2로 90,35.09838886,126.8830014,늘푸른작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;1573,늘푸른작은도서관,광주광역시,남구,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,1573,0,0,0,0,광주광역시 남구 효우2로 90,효천LH천년나무6단지,062-655-1804,,91.64,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2024-12-06,place,브라운스톤효천작은도서관,작은도서관,남구,광주광역시 남구 효우2로 89,35.09806998,126.8838704,브라운스톤효천작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5000,브라운스톤효천작은도서관,광주광역시,남구,작은도서관,공휴일,09:00,17:00,09:00,17:00,09:00,17:00,30,5000,0,0,0,0,광주광역시 남구 효우2로 89,브라운스톤효천아파트,062-681-2800,,126.62,,2024-12-06,3610000,광주광역시 남구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,푸르미 작은도서관,작은도서관,진주시,경상남도 진주시 초장로14번길 29(진주초전푸르지오2단지)관리사무소 내,35.20783601,128.1119137,푸르미 작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10517,푸르미 작은도서관,경상남도,진주시,작은도서관,일+공휴일,14:00,18:00,10:00,17:00,00:00,00:00,34,10517,2,100,10557,0,경상남도 진주시 초장로14번길 29(진주초전푸르지오2단지)관리사무소 내,푸르미 작은도서관,070-8988-9403,,225.85,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,핑크드림 도서관,작은도서관,진주시,경상남도 진주시 진양호로125번길 4-1(평거종합사회복지관),35.16863673,128.0538849,핑크드림 도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;6332,핑크드림 도서관,경상남도,진주시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,16,6332,1,0,5898,14,경상남도 진주시 진양호로125번길 4-1(평거종합사회복지관),핑크드림 도서관,055-746-5480,,36,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,하대1동 새마을작은도서관,작은도서관,진주시,경상남도 진주시 도동로215번길 18(하대1동주민센터),35.18970898,128.1202778,하대1동 새마을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3208,하대1동 새마을작은도서관,경상남도,진주시,작은도서관,토+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,16,3208,0,0,3208,14,경상남도 진주시 도동로215번길 18(하대1동주민센터),하대1동 새마을작은도서관,055-749-4243,,38,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,하대현대우리작은도서관,작은도서관,진주시,"경상남도 진주시 하대로 142(하대동, 하대현대아파트)",35.19313674,128.1267948,하대현대우리작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;5800,하대현대우리작은도서관,경상남도,진주시,작은도서관,일+공휴일,14:00,18:00,14:00,18:00,00:00,00:00,30,5800,0,0,5353,14,"경상남도 진주시 하대로 142(하대동, 하대현대아파트)",하대현대우리작은도서관,,,70,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,혁신도시LH8단지 도서관,작은도서관,진주시,경상남도 진주시 사들로 35(혁신도시LH아파트8단지),35.17291367,128.1460613,혁신도시LH8단지 도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;4203,혁신도시LH8단지 도서관,경상남도,진주시,작은도서관,일+공휴일,14:00,17:00,09:00,18:00,00:00,00:00,32,4203,0,0,1000,0,경상남도 진주시 사들로 35(혁신도시LH아파트8단지),혁신도시LH8단지 도서관,055-761-3592,113.9,78.9,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,꿈꾸는 도서관,작은도서관,진주시,경상남도 진주시 내동면 순환로 425-61 (진주남강휴먼빌),35.16204058,128.0668114,꿈꾸는 도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;4429,꿈꾸는 도서관,경상남도,진주시,작은도서관,토+일+공휴일,10:00,12:00,00:00,00:00,00:00,00:00,30,4429,0,0,5021,0,경상남도 진주시 내동면 순환로 425-61 (진주남강휴먼빌),꿈꾸는 도서관,055-763-0083,,139.28,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-07-31,place,LH말티고개작은도서관,작은도서관,진주시,경상남도 진주시 진산로 20,35.19374136,128.094330,LH말티고개작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;3123,LH말티고개작은도서관,경상남도,진주시,작은도서관,토+일+공휴일,10:00,17:00,00:00,00:00,00:00,00:00,20,3123,0,0,1000,14,경상남도 진주시 진산로 20,LH말티고개작은도서관,055-746-3510,,94,,2025-07-31,5310000,경상남도 진주시
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-12-03,place,청림동 푸른숲작은도서관,작은도서관,관악구,서울특별시 관악구 관악로40길 39,37.49184717,126.9586277,청림동 푸른숲작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;7938,청림동 푸른숲작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,7938,4,2,5,14,서울특별시 관악구 관악로40길 39,서울특별시 관악구청,02-876-4090,,786,http://lib.gwanak.go.kr/,2025-12-03,3200000,서울특별시 관악구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-12-03,place,행운동 마루작은도서관,작은도서관,관악구,서울특별시 관악구 행운1길 43,37.48064257,126.957059,행운동 마루작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;6476,행운동 마루작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,6476,0,1,5,14,서울특별시 관악구 행운1길 43,서울특별시 관악구청,02-876-3434,626,1447,http://lib.gwanak.go.kr/,2025-12-03,3200000,서울특별시 관악구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-12-03,place,청룡동 숯고을작은도서관,작은도서관,관악구,서울특별시 관악구 쑥고개로 44,37.479107,126.941694,청룡동 숯고을작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;10961,청룡동 숯고을작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,10961,0,43,5,14,서울특별시 관악구 쑥고개로 44,서울특별시 관악구청,02-876-4083,779,1441,http://lib.gwanak.go.kr/,2025-12-03,3200000,서울특별시 관악구
전국도서관표준데이터 작은도서관 필터,https://www.data.go.kr/data/15013109/standard.do,2025-12-03,place,낙성동 우듬지작은도서관,작은도서관,관악구,서울특별시 관악구 낙성대로4가길 5,37.476264,126.958365,낙성동 우듬지작은도서관은(는) 아이의 독서 습관과 지역 탐험을 연결하는 동화 배경으로 사용할 수 있다.,도서관에서 책 속 주인공을 만나는 생활권 독서 동화,"책 표지 색깔 찾기, 사서에게 추천 도서 묻기, 가족 독서 기록 남기기",4-7;8-10,도서관;작은도서관;9178,낙성동 우듬지작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,9178,4,15,5,14,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구청,02-876-4072,924,2004,http://lib.gwanak.go.kr/,2025-12-03,3200000,서울특별시 관악구
