latitude,longitude,relicsNm,appnNo,relicsKnd,relicsSe,rdnmadr,lnmadr,appnDate,posesnSe,ownerNm,scale,makePd,picInfo,relicsIntrcn,phoneNumber,institutionNm,referenceDate,insttCode,insttNm
37.5606044,127.0268737,안정사터 마애불 명문 약사불,성동구 향토유적 제2호,민속자료,불상 등,,서울특별시 성동구 하왕십리동 998,2010-06-29,사유,,,,,"조선태조 4년(1395년) 제작된 안정사터 마애불 명문 약사불은 2009년 12월 안정사 대웅전을 철거하는 과정에서 대웅전 뒤편 암벽감실에서 발견되었다. 안정사 마애불은 조선말기 불교와 민간신앙이 결합돼 나타난 전형적인 마애불 양식이며, 그 옆에 새겨진 나무산왕대신지위로 볼때 산신각을 대체한 산신 신앙의 대상으로 조성된 것으로 추측된다.",02-2286-5203,서울특별시 성동구청,2025-08-12,3030000,서울특별시 성동구
36.3481781397,127.4589703312,송자대전판,대전광역시  유형문화제 1호,유형문화유적,책판,대전광역시 동구 충정로 53(가양동),대전광역시 동구 가양동 3,1989-03-18,사유,송정훈,,조선,,이목판은 조선 후기의 대유학자 우암 송시열(1607~1689)선생의 문집과 연보 등을 모아 만든 송자대전의 목판으로 총 11023판임,042-673-9286,우암사적공원관리사무소,2025-08-06,3640000,대전광역시 동구
36.3481781397,127.4589703312,남간정사,대전광역시  유형문화제 4호,유형문화유적,건조물,대전광역시 동구 충정로 53(가양동),대전광역시 동구 가양동 3,1989-03-18,사유,송정훈,,조선,,남간정사는 조선 중기의 대학자인 우암 송시열(1607 ~1689)이 지은 것으로 우암은 소제동에 살때 서재를 짓고 능인암이라 하여 학문을 연마하였다 현재는 가양동 으로 이전하여 보존되고 있음,042-673-9286,우암사적공원관리사무소,2025-08-06,3640000,대전광역시 동구
36.3575748856,127.4986077657,김정선생묘소일원,대전광역시 문화재 자료 제25호,유형문화유적,건조물,대전광역시 동구 회남로 117(신하동),대전광역시 동구 신하동 268-5,1991-07-10,사유,경주김씨충암공파종중,,조선,,조선 중종때 형조판서 겸 예문관 제학을 지낸 충암 김정(1486~1521)선생의 위패가 모셔져 있는 건물,042-251-4204,대전광역시 동구청,2025-08-06,3640000,대전광역시 동구
36.2867255435,127.4477676801,월송재,대전광역시 문화재 자료 제31호,유형문화유적,건조물,대전광역시 동구 이사로 104(이사동),대전광역시 동구 이사동 41-7,1992-07-22,사유,은진송씨안동공파종중,,조선,,조선 중기 문신 송희건의 제사를 모시는 재실선생은 사마시 대과에 급제하고 금정도 찰방과 안동대도호부 판관등을 니냈으며 월송재는 그의 호를 따서 붙인이름,042-251-4204,대전광역시 동구청,2025-08-06,3640000,대전광역시 동구
36.3014853221,127.4696450339,고산사 대웅전,대전광역시  유형문화제 10호,유형문화유적,건조물,대전광역시 동구 대전로 316번길 205(대성동),대전광역시 동구 대성동 3,1989-03-18,사유,고산사,,조선,,식장산에 자리하고 있는 고산사는 통일신라 정강왕 원년(886)에 도선국사 가 지었고 조선 인조 14년(1636)에 수등국사가 다시 지은것으로 알려짐 현재 고산사내에는 대웅전과 극락보전 양성각 등이 있으면 대웅전 앞 왼쪽에는 부도 2기가 있음,042-282-2263,고산사,2025-08-06,3640000,대전광역시 동구
33.478901,126.403284,귀리겉보리 농사일소리,18,무형문화유적,도 무형유산,,제주특별자치도 제주시 애월읍 하귀2리 1893-1,2007-02-28,사유,,,,,월읍의 상귀리와 하귀리 지역에서는 겉보리(보리의 일종) 농사를 지을 때 주로 「모쉬 모는 소리」 「돗거름 밟는 소리」 「모쉬 짐 싣고 가는 소리」 「밭 가는 소리」 등의 민요를 부른다. 이들 민요를 묶어서 「귀리겉보리 농사일 소리」라고 부르며 연희로서 즐기기도 한다.,064-710-6972,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
37.52765391,127.6110609,윤승길 선생묘,양평군 향토유적 제27호,기념물,옛무덤,경기도 양평군 용문면 막골길 34-11,경기도 양평군 용문면 조현리 산30-1,1986-05-30,사유,해평윤씨종중,10,조선,,"묘는 貞夫人 錦城 朴氏와 합장묘로 봉분 하단에 40cm 높이의 호석이 돌려져 있다. 묘 앞에는 묘비와 상석, 향로석, 그 좌우에는 동자석, 망주석, 문인석이 각각 배치되었다. 묘비는 이수와 장방형의 비좌를 갖추었으며, 전면에는 ‘資憲大夫議政府左參贊兼知春秋館義禁府事五衛都摠府都摠管 贈謚 公尹承吉之墓 貞夫人錦城朴氏부左’라고 기록되어 있다. 묘소에서 약 100m 떨어진 지점에는 1973년에 건립한 신도비가 자리하고 있다.",031-770-3310,해평윤씨종중,2023-05-24,4170000,경기도 양평군
37.7058705,126.5538838,봉수대,6호,유형문화유적,건축물,,경기도 김포시 월곶면 군하리 산 44-3,1986-03-03,국유,김포시장,,조선,,"월곶면 군하리에 소재한 봉수대는 나라의 병란과 사변때 봉수를 올려 중앙에 알리던 조선시대 봉수대 터이다. 이 봉수대는 당시 군내에 설치했던 5개소 중의 하나로서 강화 대모산 봉수와 직접 연결되던 중요한 통신 역할을 담당했다.  즉 월곶면의 남산, 대곶면의 수안산, 검단면의 백석산, 김포1동의 냉정산, 양서의 개화산등 5개소의 봉수대가 그물처럼 얽혀 연결하면서 서울 남산으로 경보의 내용을 전달했던 것이다. 단지 직결되던 연락망은 강화 대모산 → 월곶 남산 → 대곶 수안산 → 검단 백석산 → 김포 냉정산 → 양천 개화산 → 서울 목멱산(남산)과 같았다.  당시 이곳에 주둔하던 봉수군은 103명으로서 규모와 역할이 컸던 곳이며 1986년 3월 3일 향토유적 제6호로 지정되었다",031-980-2484,경기도 김포시청,2025-06-26,4090000,경기도 김포시
37.66416077,126.6759464,용화사 미륵석불,7호,유형문화유적,석불,경기도 김포시 금포로 1487-5(운양동),경기도 김포시 운양동 831,2004-08-21,사유,용화사,,조선,,"용화사의 창건연대는 대략 조선 태종 5년(1405)으로, 뱃사공인 정도명이 조공을 배에 가득 싣고 오다가 간조로 인하여 운양산 앞에 배를 대게 되었는데 그날 밤, 부처가 꿈에 나타나 대어놓은 배 밑쪽에 석불이 있으니 잘 모시라하여 이를 모시고 자신도 삭발수도하게 되었다는 창건설화가 전해지고 있다.  비교적 높은 석축위에 동서로 50m, 남북으로 30m에 이르는 대지 위에 용화전이 자리하고 있으며 용화전 서쪽에는 약간 앞쪽으로 범종각이 자리하고, 용화전 앞의 마당 한가운데 화강암으로 만든 5층탑이 있으며, 그 좌우에 8각 석등이 하나씩 세워져 있다.용화전은 정면 5칸, 측면 2칸의 규모의 단층 목조건물로서 팔작지붕으로 된 기와집이다. 주간포는 각 2개씩 배치되어 있고 창호는 4분합의 띠살문이다. 5층석탑은 높이 약 5m에 달하며, 회백색 화강암 재질로써 옥개받침은 5단으로 이루어져 있다. 용화전의 상단에 모셔져 있는 석불은 용화사의 창건설화에 나오는 미륵석불로 조선 초기 불상양식을 지니고 있다.",031-984-3234,용화사,2025-06-26,4090000,경기도 김포시
37.63845003,126.6608428,청송심씨묘역,8호,유형문화유적,묘,,경기도 김포시 장기동 1763,2004-10-01,사유,청송심씨,,조선,,"청송심씨심 효겸의 묘로 자는 공술. 김포시 장기동 청송심문의 중시조 11世 효겸공은 국구 영돈녕 청릉부원군의 7자로 명종 2년(1547)에 출생하여 선조 9년(1576)에 사마시로 등과한 후 선조 25년(1592) 임진란 때 의주로 몽진하는 선조를 호종하여 호성원종공신에 책록(공신록권 25면 참조)되었고 선조 27년(1594)에 홍산현감, 선조 30년(1597)에 신천군수를 지냈고 선조 33년(1600)에 54세로 졸하였다. 숙종 26년(1700)에 좌승지 동지의금부사에, 영조 11년(1735) 이조참판에 추증된 것은 모두 호성공신의 공훈을 기리기 위함이다. 공의 묘역에는 ‘중직대부행신천군수심공지묘’라 새긴 옛 비와 문인석, 석등과 새로 세운 비가 있다.",031-983-9832,청송심씨 종중,2025-06-26,4090000,경기도 김포시
37.61757565,126.6297144,양성지묘역 및 신도비,9호,유형문화유적,묘,,경기도 김포시 양촌읍 대포리 산32-2,2007-01-02,사유,남원양씨,,조선,,"문양공 양성지 선생은 1441년(세종23년) 식년문과에 급제한 후 훈구파의 중진으로 팔도지리지 및 세조실록 등의 편찬에 참여하는 등 역사적인 인물로써 현재 묘는 쌍분으로 되어 있으며, 신도비는 중종때 김안국 선생이 글을 짓고 이조참의 김희수가 글을 썼다.",031-985-1593,남원양씨 종중,2025-06-26,4090000,경기도 김포시
33.347002,126.328135,제주 이시돌목장 테시폰식 주택,812,유형문화유적,국가등록문화유산,,제주특별자치도 제주시 한림읍 금악리 77-4번지 및 135번지,2021-07-01,사유,,,,,맥그린치 신부가 제주도 중산간지역 목장을 개척하는 과정에서 건축 자재가 부족했던 열악한 건축 여건을 극복하기 위해 도입한 간이 쉘 구조체 공법의 독특한 건축물이다. 1960년대 집단 주택 건설사의 한 흐름을 보여주며 제주 지역의 목장 개척사 생활사 주택사의 흔적을 보여주는 근대건축유산이다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.458711,126.939038,제주 일출봉 해안 일제동굴진지,311,유형문화유적,국가등록문화유산,,제주특별자치도 서귀포시 성산읍 성산리 79번지 지선 공유수면,2006-12-04,국유,,,,,이 시설물은 제주도민들보다는 다른 지방 주민들 특히 전남 지방 광산 노동자들이 대거 동원되어 구축되었다. 1기는 『王』자형 나머지는 『一』자형으로 모두 18곳으로 구성되어 있다. 이 가운데 일자형 동굴진지는 일본군이 연합군 함대를 향해 자실 폭파 공격을 하기 위한 소형선박을 보관하기 위한 격납고로 구축되었다. 시설 부대와 주둔 부대 등에 대한 기록이 분명하게 남아 있어 일본군 주둔 실상과 침략 야욕을 생생히 보여주고 있다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.449057,126.460091,제주 정광사 소조미륵여래입상,621,유형문화유적,국가등록문화유산,제주특별자치도 제주시 해안마을길 188,제주특별자치도 제주시 해안동 1356-1,2014-10-22,사유,,,,,근대 조각가 김복진 불상과 더불어 금산사 미륵전 불상 제작에 공모한 작품으로 근대기 전통성과 근대성을 내포한 우수한 불상 작품이다. 조성 시기와 조성 내용이 분명한 불상으로서 근대 불교 조각으로서의 기준작이 된다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.252639,126.571561,제주 창작무,8,무형문화유적,도 향토무형유산,,제주특별자치도 서귀포시 동홍동 650-2번지,2013-12-27,사유,,,,,인정인은 2002년 중요무형문화제 제92호 태평무 강선영류를 사사받아 지역에 보급하여 오면서 제주창작춤(년춤 물허벅춤)을 지역에 보급하고 후학들을 지도 전승하고 있다. 2003년부터 서귀포시 향토문화유산의 무형분야로 관리되어 온 만큼 향토유산으로 지정 보호할 가치가 크다고 여겨져 지정되었다.,064-710-6702,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.250973,126.417057,제주 천제연 난대림,378,기념물,천연기념물,,제주특별자치도 서귀포시 중문동 2785 하천 외,1966-01-02,국유,,,,,천제연 난대림지대는 서귀포시 중문동에서 서쪽으로 500m 지점에 위치한 계곡을 따라 남쪽으로 형성되어 있다. 이곳은 온난한 기후대에서 자생하는 식물들이 빽빽히 우거져 숲을 이루고 있다.,064-710-6652,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.244835,126.559886,제주 천지연 난대림,379,기념물,천연기념물,,제주특별자치도 서귀포시 서귀동 973 하천 외,1966-10-12,국유,,,,,천지연 난대림은제주도 서귀포시 서귀동 천지연폭포 계곡에 위치하고 있다. 이곳은 따뜻하고 습기가 많아 온난한 기후대에서 자생하는 식물들이 빽빽히 우거져 숲을 이루고 있다.,064-710-6652,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.244733,126.559703,제주 천지연 담팔수 자생지,163,기념물,천연기념물,,제주특별자치도 서귀포시 서홍동 2565 하천변(천지연 경내),1964-01-31,국유,,,,,서귀포 담팔수나무 자생지는 천지연 물가에서 자라고 있다. 천지연 서쪽 언덕에 5그루가 자라고 있는데 높이가 약 9m 정도이며 뒤쪽이 급한 경사지여서 가지가 물가를 향해 퍼져 있다.,064-710-6652,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
33.52407016,126.9027405,제주 토끼섬 문주란자생지,19,기념물,천연기념물,,제주특별자치도 제주시 구좌읍 하도리 산85,1962-12-03,국유,,,,,문주란은 일본·중국·인도·말레이시아·우리나라 등에 분포하고 있다. 이곳은 우리나라에서 유일한 문주란 자생지로서 기후로 보아 분포의 북쪽 한계 지역이기 때문에 학술연구상 가치가 높아 천연기념물로 지정·보호하고 있다.,064-710-6652,제주특별자치도 세계유산본부,2025-09-15,6500000,제주특별자치도
37.08046073,129.3742206,울진 신화리 구장정사,울진군 향토문화유산 제1호,유형문화유적,건조물,경상북도 울진군 북면 울진북로 1821-20,경상북도 울진군 북면 신화리 140-1,2012-10-22,사유,구장정사보전회(대표 전광순),1동(42.66제곱미터),2014,,"정면 3칸, 측면2칸의 팔작와가",054-783-2136,구장정사보전회(대표 전광순),2024-07-30,5250000,경상북도 울진군
34.1685765114,126.5645419359,보길 숙인 김해김씨 열녀비,군 유형문화유산 제15호,유형문화유적,비석,전라남도 완도군 보길면 보길동로 18-29,전라남도 완도군 보길면 부황리 산7-1,2007-02-02,국유,,,,,"조선시대 세워진 비석으로 80평의 대지에 5평가량의 비각을 세우고 높이는 3m, 너비 60cm, 두께 30cm의 대리석으로 된 비신을 거북이형의 대리석 위에 세워놓은 것",061-550-5471,강용구,2024-08-16,4990000,전라남도 완도군
34.1740986235,126.8625068418,청산진성,군 유형문화유산 제16호,유형문화유적,성곽터,,전라남도 완도군 청산면 당락리 1355,2008-07-28,국유,,,,,성곽은 돌담처럼 되어있으며 조선시대인 고종때 침입을 막기 위해 서남해안을 방어하는 군사시설로 축조,061-550-5471,청산면사무소,2024-08-16,4990000,전라남도 완도군
34.39857229,126.7990269,고금 덕암사,군 유형문화유산 제17호,유형문화유적,사당,전라남도 완도군 고금면 고금로 619-12,전라남도 완도군 고금면 덕암리 921-1,2014-12-24,국유,,,,,"1800년경 우여춘, 우문인이 면내 유림들에게 주역을 가르치면서 유래된 곳",061-550-5471,덕암사,2024-08-16,4990000,전라남도 완도군
34.38675789,126.8068144,고금 영모사,군 유형문화유산 제18호,유형문화유적,사당,전라남도 완도군 고금면 연동길 99-39,전라남도 완도군 고금면 도남리 1037,2014-12-24,국유,,,,,"1858년 용남 홍병례 선생의 후손들이 유허비를 건립한데서 유래됐으며, 현재 홍병례, 배학연, 윤세용 3위를 배향하고 있음",061-550-5471,영모사,2024-08-16,4990000,전라남도 완도군
34.38954042,126.7739529,고금 봉암사,군 유형문화유산 제19호,유형문화유적,사당,전라남도 완도군 고금면 봉암1길 6,전라남도 완도군 고금면 회룡리 1140,2014-12-24,국유,,,,,"1954년 건립하였으며, 석포 강영약, 두남 강인수 선생을 배향하고 있음",061-550-5471,봉암사,2024-08-16,4990000,전라남도 완도군
34.38260382,126.2139522,상만리 비자나무,천연기념물 제111호,유형문화유적,자연유산,,전라남도 진도군 임회면 상만리 681-1,1962-12-07,국유,건설부,,,,"천연기념물 제111호. 나무의 나이는 약 200년으로 추정된다. 높이는 약 9m, 가슴높이의 줄기둘레는 약 5.6m이며, 가지의 길이는 동서가 11.5m, 남북이 12.3m이다.",061-540-3077,전라남도 진도군청,2025-08-21,5000000,전라남도 진도군
36.83544628,126.8855321,아산 대윤사 석조미륵보살입상,아산시 유형문화유적 제25호,유형문화유적,불상,,충청남도 아산시 인주면 해암리 308,2021-09-05,사유,대윤사,석불 1구,고려,,"대윤사 석조미륵보살입상은 충청남도 아산시 인주면 해암3리 대윤사의 본전인 대각전에 모셔져 있다. 자연석으로 만든 대좌 위에 서 있으며 머리 위에는 자연석 갓이 올려져 있다. 아산의 옛 석불 중에서 환조로서 뒷면까지 잘 다듬어져서 완전한 입체로 조성된 드문 불상이며 하나의 커다란 화강석으로 조성하였다. 변형된 삼산관(三山冠)을 쓰고 있는 보살상이며, 어떤 보살인지는 알 수 없으나 아주 오래전부터 미륵, 미륵불로 일컬어졌다. 보관 위의 갓, 즉 자연석 판석과 둥근 돌은 한데에 서 있는 미륵을 보호하기 위해 후대에 올린 것이다. 얼굴(상호)은 풍만하고 입가에 미소가 표현되어 있어서 전체적으로 넉넉한 느낌을 준다. 백호는 표현하지 않았고 코는 작은 편이며, 귀는 턱선까지 길게 늘어져 있다. 다만, 눈 코 입을 깊게 조각하지 않아 얼굴을 옆에서 보면 입체감은 좀 떨어진다. 목은 굵고 짧으며 삼도(三道)는 표현하지 않았다. 법의는 통견이며 도식적으로 표현하였다. 어깨 부분에는 거의 보이지 않을 정도이고 팔꿈치부터 수직으로 길게 평행선 형태로 조각하고 아래 끝부분에서 곡선으로 처리하였다. 몸에서 가장 두드러진 부분이 커다란 손이다. 왼손은 가슴 앞에 세워 엄지를 구부리고 손바닥이 보이게 하였고 오른손은 아래로 내린 채 엄지를 구부리고 손바닥이 보이도록 하였다. 좌우가 바뀐 시무외여원인(施無畏與願印)이다. 왼손 가운데의 보주가 눈에 띈다. 대윤사 석조미륵보살입상은 관련된 사연이 많다. 해암3리 옛이름 한절골, 대사동(大寺洞)의 유래가 되었다는 절과는 위치가 달라 관련성을 단정할 수 없다. 마을의 전설에 의하면 부자가 절을 없애버리는 바람에 스님들이 쫓겨날 때 곡교천을 건너가면서 부처님이 마을을 등지게 돌려놓고 가버렸다고 한다. 그 뒤부터 마을에 좋지 않은 일이 자주 생기게 되어 마을 사람들이 매년 음력 정월에 제사를 지내 왔다는 전설이다. 실제로 주민들은 수백 년 동안 마을의 수호신으로 받들어왔고, 몇십 년 전에는 기와를 얹은 벽돌집으로 ‘당집’을 지어 모시기도 했었다. 인주 해암리 사람으로 공주 마곡사에서 ‘대윤(大潤)’이라는 이름으로 한때 행자 생활을 했던 아버지가 논에 서 있는 미륵불을 어딘가에 잘 모시고 싶어하였기에 한의사이자 불자인 아들 배오성이 대윤사 자리를 희사하고 미륵불을 1987년 3월에 우선 옮겨 놓았다. 절 지을 준비를 하며 여러 해 동안 방치되어 있던 사이에 미륵불이 도난당했다. 3년간의 고생 끝에 국회의원을 지낸 어떤 부자의 별장에서 미륵불을 찾아서 모셔왔다. 1995년에 대윤사 대각전(大覺殿)을 완성하고 주불로 모시게 되었다. 불상이 최근에 조성한 것처럼 깨끗한 이유는 도난 당시 절도범이나 매수자가 표면을 빡빡 밀어냈기 때문이다. 조선시대 곡교천의 이름 중 하나인 ‘미륵천(彌勒川)’은 이 미륵불에서 비롯된 이름이다. 불상의 원래 위치와 규모, 조형미 등으로 볼 때 애초에 풍수지리의 비보(裨補) 차원에서 조성된 불상일 수도 있으며, 주민들은 오랫동안 풍요와 뱃길의 안전을 기원하는 대상으로, 자신들을 지켜주는 수호자로 여겨왔다. 대윤사 석조미륵보살입상은 고려시대에 조성된 불상으로 추정되며 조형미와 역사성, 지역성을 고루 갖추고 있는 매우 중요한 문화유산이다.",041-536-8775,충청남도 아산시,2024-10-31,4520000,충청남도 아산시
36.70947932,126.9988788,강주묘역 및 신도비,아산시 유형문화유적 제26호,유형문화유적,묘 및 비,,충청남도 아산시 송악면 궁평리 산5-6,2021-09-05,사유,진주강씨 죽창공파종중,분묘1+석물7+묘표1+신도비1,조선,,"조선 중기의 문신 죽창 강주(姜, 1567~1650)의 묘소에 있는 묘표다. 강주의 묘소에는 봉분 앞의 묘표 외에 상석과 향로석이 놓여 있다. 향로석과 좌우의 문인석, 망주석 등의 석물은 상당히 고풍스럽고, 모양과 조각 솜씨가 아름다울 만큼 뛰어나다. 계체석도 보기 드물게 큰 장대석을 이용했다. 당시 충청도 관찰사였던 아들 강백년이 무척 공  들여 조성했음을 알 수 있다. 대리암으로 만든 비신은 윗부분이 둥근 원수(圓首) 형태의 비갈이며 입자가 치밀해서 질이 좋은 석재를 이용했다. 대좌는 석질이 거친 화강암이고 일부가 파손되었으며 특히 비좌 부분이 비석에 비해 커서 맞지 않는다. 풍화도 상당히 진행되었지만, 윗부분의 복련 무늬와 앞면의 안상 두 개 등이 신도비의 대좌와 비슷하다. 비신과 대좌가 맞지 않는 이유는 확인되지 않는다. 묘표의 앞면에는 ‘有明朝鮮 贈大匡輔國崇祿大夫 議政府左議政兼 領經筵監春秋館事 世子傅行折衛將軍 僉知中樞府事 知製敎 姜公之墓 贈貞敬夫人 安東金氏左(유명조선 증대광보국숭록대부 의정부좌의정겸 영경연감춘추관사 세자부행절위장군 첨지중추부사 지제교 강공지묘 증정경부인 안동김씨부좌)’라 새겨져 있다. 뒷면의 음기에 따르면 이 묘표는 1654년(효종 5)에 세워졌으며, 비문은 맏사위인 시암 조상우(趙相禹)가 짓고 강주의 차남이자 충청도 관찰사를 지낸 강백년(姜栢年)이 썼다. 강주 신도비는 아산지역에 현존하는 가장 오래된 신도비다. 장방형 대석 위에 비신을 세우고 이수를 올린 이른바 ‘비좌이수’ 형태이다. 비신이 상대적으로 좁고 얇아서 날렵하고 세련되어 보인다. 화강암 대좌는 윗부분이 약간 높게 처리하고 복련을 조각하였으며 비를 꽂는 비좌는 테를 표현하였다. 앞면과 뒷면에는 음각으로 칸을 구분하여 각 하나씩의 안상을 조각하였고 양 옆면도 하나의 안상을 조각하였다. 화강암으로 만든 이수는 하단에 연잎들을 배치하고 그 위에 앞쪽은 한 쌍의 용을, 뒤쪽에는 한 마리의 용을 조각하였다. 이수의 매우 정교하고 뚜렷하여 아름답게 느껴질 만큼 뛰어난 조각 솜씨를 보여주고 있다. 대리암으로 조성된 비신에는 앞 뒷면에 작은 글씨로 비문이 빼곡하게 새겨져 있다. 윗부분의 두전은 ‘贈左議政竹窓姜公神道碑銘(증좌의정 죽창강공 신도비명)’이다. 비문은 김시국(金蓍國)이 짓고 유심(柳)이 글씨를 썼으며 김광욱(金光煜)이 전서를 썼다.",041-536-8775,충청남도 아산시,2024-10-31,4520000,충청남도 아산시
36.85454328,127.0112977,이봉상 신도비,아산시 유형문화유적 제27호,유형문화유적,비,,충청남도 아산시 음봉면 삼거리 산2-7,2021-09-05,사유,덕수이씨 충무공파종중,신도비1,조선,,"충무공 이순신의 5대손 충민공(忠愍公) 이봉상(李鳳祥, 1676~1728)의 신도비다. 이 신도비는 1746년(영조 22) 건립되었다. 비는 장방형 대좌 위에 비신을 세우고 지붕돌(옥개석)을 올린 비좌개석 형식의 단정한 비석이다. 비문은 이재(李縡)가 지었고 민우수(閔遇洙)가 글씨를 썼으며 유척기(兪拓基)가 두전 전서를 썼다. 비신 앞과 뒤에 비문을 새겼고, 두전 내용은 ‘忠臣忠淸道兵馬節度使贈左贊成諡忠愍李公神道碑(충신 충청도병마절도사 증좌찬성 시충민이공 신도비)’이다.",041-536-8775,충청남도 아산시,2024-10-31,4520000,충청남도 아산시
36.63297523,127.4877793,한봉수 의병장 송공비韓鳳洙 義兵將 頌功碑,46,유형문화유적,조각,,충청북도 청주시 상당구 남문로2가 92-6,2015-04-17,국유,,1기,,,"군대해산 이후 의병으로 봉기하여 충청, 전라, 경상도에서 일본군과 수많은  전투를 벌인 충북의 대표적임 의병장의 공적을 기록한 비석임",043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.62717365,127.4896005,청주 남석교淸州 南石橋,47,유형문화유적,건조물,,충청북도 청주시 상당구 석교동 131,2015-04-17,국유,,1기,,,총길이 80m로 우리나라에서 가장 긴 돌다리로 청주의 도시발달을 증명해 주는 자료임,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.65709798,127.5306643,청주 곽예 신도비淸州 郭預 神道碑,48,유형문화유적,조각,,충청북도 청주시 상당구 명암동 산3-1,2015-04-17,사유,,1기,,,고려 후기 문신인 연담공 곽예의 생애와 업적으르 기록한 비석임,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.65709798,127.5306643,청주 상당사淸州 上黨祠,49,유형문화유적,건조물,,충청북도 청주시 상당구 명암동 산3-1,2015-04-17,사유,,1동,,,"청주곽씨 곽원, 곽여, 곽예를 제향하기 위해 세운 사당임",043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.60592159,127.5282159,청주 운곡서원淸州 雲谷書院,50,유형문화유적,건조물,,충청북도 청주시 상당구 운동동 65-2,2015-04-17,사유,,1동,,,"경주이씨 이청, 이감, 이흘, 이필경을 제향하기 위해 세운 서원임",043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.56568433,127.4368002,경주김문 충효각慶州金門 忠孝閣,51,유형문화유적,건조물,,충청북도 청주시 서원구 남이면 척산리 568-1,2015-04-17,사유,,1동,,,경주김씨 충신 김세만과 효자 김취은을 기리기 위헤 세운 정려각,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.55460605,127.4516136,안동권문 쌍효각安東權門 雙孝閣,52,유형문화유적,건조물,,충청북도 청주시 서원구 남이면 척산리 산109-1,2015-04-17,사유,,1동,,,안동권씨 권몽암과 권만형의 효행을 기리기 위헤 세운 정려각,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.54547813,127.4852888,동화사 삼층석탑東華寺 三層石塔,53,유형문화유적,건조물,,충청북도 청주시 서원구 남이면 문동리 150,2015-04-17,사유,,1기,,,청주지역에서 희귀한 고려시대 석탑으로 당시 불교문화를 연구하는데 중요한 자료임,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.58310624,127.3948728,상발리사지 석조여래좌상군上鉢里寺址 石造如來坐像群,54,유형문화유적,건조물,,충청북도 청주시 서원구 남이면 상발리 산25,2015-04-17,사유,,6구,,,신라말 고려초 만들어진 불상으로 청주지역의 불교문화 연구에 귀중한 자료임.,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.59073198,127.4069041,김양호부부 정효각金養浩夫婦 旌孝閣,55,유형문화유적,건조물,,충청북도 청주시 서원구 남이면 구암리 233-1,2015-04-17,사유,,1동,,,1889년 경주김씨 김양호와 그의 처 진주강씨의 효행을 기리기 위해 세운 정려각,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
36.46412792,127.4162392,오준립 효자각吳俊立 孝子閣,74,유형문화유적,건조물,,충청북도 청주시 서원구 현도면 양지리 175,2015-04-17,사유,,1동,,,1681년 오준립의 효행을 기리기 위해 세운 정려각,043-201-2437,충청북도 청주시청,2025-11-18,5710000,충청북도 청주시
37.64762148,126.6792317,심응사당,4호,유형문화유적,건축물,,경기도 김포시 운양동 1325-1,1986-03-03,사유,풍산심씨,,조선,,"조선 전기의 무신인 양호공 심응선생을 제향하는 사우이다. 공의 본관은 풍산 남원부사 치의 아들이다. 세조 6년(1460) 무과에 급제하여 왕실금위로 발탁되었으며 세조 13년(1467) 이시애의 난이 일어나자 절도사 허종의 휘하에 배속되어 난을 평정하는 큰 공을 세워 적기공신으로 책록되고 풍산부원군에 봉해졌다. 공이 사망한 후 영의정에 추증되었으며 시호는 양호이며 묘소는 김포시 운양동에 있다.  사당은 조선말기에 건립된 목조 건물로서 홑처마에 맞배지붕 건물이다. 축조 당시부터 지금까지 개축의 흔적이 없으며 규모는 정면 3.9m, 측면 3.3m이다.",031-980-2484,풍산심씨 종중,2025-06-26,4090000,경기도 김포시
