source_name,source_url,reference_date,item_type,name_ko,category,region,address,latitude,longitude,summary,story_use,mission_use,age_tags,keywords,SpcTxnId,Kingdom,KingdomKR,PhylumDivision,PhylumDivisionKR,Class,ClassKR,Order,OrderKR,Family,FamilyKR,SpcScitfNm,SpcScitfNmShort,CommKorNm,SpcTyp,ABST,FORM,ECOL,CULTIVINF,BIOCHEMICAL,ACTIVINFO,NADI,INDI,HABI,UTLZ,CorrNmTyp,CorrSpcScitfNm
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Kocuria marina,세균계; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae,,,,,"의미: marina 바다 / 분리원: Troitsa Bay에서 채취 한 해양 퇴적물로부터 방선균 균주를 분리 / 분포: 해양 퇴적물 / 보존기관 정보: KMM, KCTC","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Kocuria;marina;Micrococcaceae,270000022738,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Micrococcaceae,,"Kocuria marina Kim et al., 2004",Kocuria marina,,기타,"의미: marina 바다 / 분리원: Troitsa Bay에서 채취 한 해양 퇴적물로부터 방선균 균주를 분리 / 분포: 해양 퇴적물 / 보존기관 정보: KMM, KCTC",배양배지: MA / 그람염색: 양성 / 세포형태: coccoid / 편모나 섬모 여부: 비운동성,,"온도(최적온도): 4-43 / 염도(최적염도): ~15%(성장에 필요하지는 않음) / 산소요구도: 호기성 / 주요기질: Glucose, lactose, mannose and sucrose",퀴논: MK-7(H2) and MK-8(H2) / 주요 지방산: iso-C14:0 / DNA G+C 비율(%): 60 mol%,"Nitrate reduction, r catalase, b-galactosidase and urease",,,,,정명,"Kocuria marina Kim et al., 2004"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Kocuria polaris,세균계; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae,,,,,"의미: polaris of, or pertaining과 관련 / 분리원: McMurdo Dry Valley, 남극 대륙에 위치한 연못에서 cyanobacterial 매트 샘플에서 분리 / 분포: 남극 연못 cyanobacterial 매트 / 보존기관 정보: DSM, MTCC","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Kocuria;polaris;Micrococcaceae,270000022741,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Micrococcaceae,,"Kocuria polaris Reddy et al., 2003",Kocuria polaris,,기타,"의미: polaris of, or pertaining과 관련 / 분리원: McMurdo Dry Valley, 남극 대륙에 위치한 연못에서 cyanobacterial 매트 샘플에서 분리 / 분포: 남극 연못 cyanobacterial 매트 / 보존기관 정보: DSM, MTCC","배양배지: ABM / 그람염색: 양성 / 콜로니특징: 매끄러움, 둥근, 반투명, 주황색 / 세포형태: coccoid / 세포크기: 1.0-1.5 ㎛ / 편모나 섬모 여부: 비운동성",,"온도(최적온도): 5-30(20) / 염도(최적염도): 2~9 / Ph(최적pH): 7~12 / 산소요구도: 호기성 / 주요기질: D-Glucose, D-Mannitol, L-Rhamnose, D-Xylose, D-Maltose, Adonitol, D-Mellibiose","퀴논: MK-7 and MK-8 / 주요 지방산: anteiso-C15:0 / DNA G+C 비율(%): 72.5mol% / 기타 세포성분: Phosphatidylglycerol, diphosphatidylglycerol(cardiolipin), phosphatidylinositol","Oxidase, Nitrate reduction, Starch hydrolysis",,,,,정명,"Kocuria polaris Reddy et al., 2003"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Kocuria turfanensis,세균계; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae,,,,,"의미: turfanensis는 중국의 Turfan에서 가져옴 / 분리원: 중국 신장의 공기에서 분리 / 분포: 중국 신장 공기 중 / 보존기관 정보: CCTCC, KCTC","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Kocuria;turfanensis;Micrococcaceae,270000022745,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Micrococcaceae,,"Kocuria turfanensis Zhou et al., 2008",Kocuria turfanensis,,기타,"의미: turfanensis는 중국의 Turfan에서 가져옴 / 분리원: 중국 신장의 공기에서 분리 / 분포: 중국 신장 공기 중 / 보존기관 정보: CCTCC, KCTC","배양배지: BUGA, TGYA / 그람염색: 양성 / 콜로니특징: 주황색 / 세포형태: coccoid",,"온도(최적온도): 30-40 / 염도(최적염도): 0-15 / Ph(최적pH): 6-9.5 / 산소요구도: 호기성 / 주요기질: a-Cyclodextrin, Pyruvic acid methyl",퀴논: MK8 및 MK-9 / 주요 지방산: iso-C15:0 / DNA G+C 비율(%): 65mol%,"catalase, nitrate reduction, amylase, phosphatase and b-galactosidase",,,,,정명,"Kocuria turfanensis Zhou et al., 2008"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Leucobacter chromiiresistens,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: chromiiresistens chromium 저항 / 분리원: 독일 프라이 부르크 대학의 오염되지 않은 토양 샘플에서 분리 / 분포: 독일 프라이 부르크 대학의 오염되지 않은 토양 / 보존기관 정보: DSM, CCOS","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Leucobacter;chromiiresistens;Microbacteriaceae,270000022880,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Leucobacter chromiiresistens Sturm et al., 2011",Leucobacter chromiiresistens,,기타,"의미: chromiiresistens chromium 저항 / 분리원: 독일 프라이 부르크 대학의 오염되지 않은 토양 샘플에서 분리 / 분포: 독일 프라이 부르크 대학의 오염되지 않은 토양 / 보존기관 정보: DSM, CCOS",배양배지: LB / 그람염색: 양성 / 콜로니특징: 노란색 / 세포형태: 간균 / 세포크기: 0.33-0.4 x 0.74-1.4 ㎛ / 편모나 섬모 여부: 비운동성,,"온도(최적온도): 30 / 염도(최적염도): 0-8.0 / Ph(최적pH): 7.0-8.0 / 산소요구도: 호기성 / 주요기질: Adenosine, L-Alaninamide , L-Alanine, Glycerol, Putrescine","퀴논: MK-11 / 주요 지방산: anteisoC15:0, anteisoC17:0 / 기타 세포성분: phosphatidylglycerol and diphosphatidylglycerol","Catalase , Thymidine, Xylitol, Tween 40, Tween 80",,,,,정명,"Leucobacter chromiiresistens Sturm et al., 2011"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Rhodococcus sovatensis,세균계; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae,,,,,"의미: sovatensis 는 루마니아의 Sovata에 속함 / 분리원: 물 / 분포: hypersaline and heliothermal Lake Ursu, Sovata, Romania / 특성: mesophilic actinobacterium / 보존기관 정보: DSM, NCAIM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Rhodococcus;sovatensis;Nocardiaceae,270000026749,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Mycobacteriales,,Nocardiaceae,,"Rhodococcus sovatensis Táncsics et al., 2017",Rhodococcus sovatensis,,기타,"의미: sovatensis 는 루마니아의 Sovata에 속함 / 분리원: 물 / 분포: hypersaline and heliothermal Lake Ursu, Sovata, Romania / 특성: mesophilic actinobacterium / 보존기관 정보: DSM, NCAIM","배양배지: TSA / 그람염색: 양성 / 콜로니특징: 주황색, 부드러운,",,온도(최적온도): 10-35(28-30) / 염도(최적염도): 0-9% / Ph(최적pH): 6-10(7) / 산소요구도: 호기성,"퀴논: MK-8 / 주요 지방산: s C15 : 0, C18 : 1w9c, C19 : 1w11c / DNA G+C 비율(%): 65.4","alkaline phosphatase, esterase (C4), esterase lipase (C8), lipase (C14), leucine arylamidase, valine arylamidase, cystine arylamidase",,,,,정명,"Rhodococcus sovatensis Táncsics et al., 2017"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Demequina mangrovi,세균계; Actinomycetota; Actinomycetes; Micrococcales; Demequinaceae,,,,,"의미: mangrove에서 분리 / 분리원: 일본, Iriomote Island 맹그로브의 rhizosphere 에서 분리 / 분포: Iriomote Island, Japan의 맹그로브 / 분리방법: NBRC medium 802 평판배지 희석 도말 / 보존기관 정보: NBRC, DSM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Demequina;mangrovi;Demequinaceae,270000023065,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Demequinaceae,,"Demequina mangrovi (Hamada et al.) Nouioui et al., 2018",Demequina mangrovi,,기타,"의미: mangrove에서 분리 / 분리원: 일본, Iriomote Island 맹그로브의 rhizosphere 에서 분리 / 분포: Iriomote Island, Japan의 맹그로브 / 분리방법: NBRC medium 802 평판배지 희석 도말 / 보존기관 정보: NBRC, DSM","배양배지: NBRC medium 802 / 그람염색: 그람양성 / 콜로니특징: 옅은 노란색, 둥근, 트면, 부드러운 / 세포형태: 간균 / 세포크기: 0.4–0.6 X 1.0–3.0 ㎛ / 편모나 섬모 여부: 비 운동성",,"온도(최적온도): 15-28 (28) / 염도(최적염도): 0-7 (0) / Ph(최적pH): 6-9 (7-8) / 산소요구도: facultatively anaerobic / 주요기질: amygdalin, L-arabinose, arbutin, D-cellobiose, D-fructose, Dgalactose, gentiobiose, D-glucose, glycogen, D-lactose, Dmaltose, D-mannose, L-rhamnose, D-ribose, salicin, starch, D-sucrose, D-trehalose and D-xylose","퀴논: DMK-9(H4) / 주요 지방산: anteisoC15:0, anteisoC17:0, C16:0 / DNA G+C 비율(%): 71.7 mol% / 기타 세포성분: e diphosphatidylglycerol, phosphatidylglycerol, phosphatidylinositol","Catalase, leucine arylamidase, b-galactosidase, a- and b-glucosidase",,,,,정명,"Demequina mangrovi (Hamada et al.) Nouioui et al., 2018"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium aquimaris,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: 해수에서 분리된 Microbacterium 속의 세균 / 분리원: 대한민국 제주도 해수에서 분리 / 분포: 해수 / 분리방법: 희석 배양 / 보존기관: KCTC, DSM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;aquimaris;Microbacteriaceae,270000023298,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium aquimaris Kim et al., 2008",Microbacterium aquimaris,,기타,"의미: 해수에서 분리된 Microbacterium 속의 세균 / 분리원: 대한민국 제주도 해수에서 분리 / 분포: 해수 / 분리방법: 희석 배양 / 보존기관: KCTC, DSM","배양배지: TSA 배지 / 그람염색: 양성 / 콜로니특징: TSA 배지 상에서 노란색 콜로니가 형성 / 세포형태: 짧은 간균 형태 / 세포크기: 직경 0.6–0.8μm, 길이 1.0-1.5μm / 편모나 섬모 여부: 없음",,온도(최적온도): 15-37 (25-30) / 염도(최적염도): 최대 10% / pH(최적pH): 6-10 (7-8),"퀴논: MK-11, MK-12 and MK-10 / 주요 지방산: anteisoC15:0, isoC16:0, anteisoC17:0 / DNA G+C 비율(%): 69.3-69.6 mol% / 기타 세포성분: diphosphatidylglycerol, phosphatidylglycerol","옥시데이즈, 카탈레이즈",,,,,정명,"Microbacterium aquimaris Kim et al., 2008"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium enclense,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"분리원: marine sediment sample in Chorao Island, Goa Province, India / 분포: marine sediment in Chorao Island, Goa Province, India / 분리방법: MA 배지에 standard serial dilution / 보존기관 정보: NCIM, DSM, CCTCC AB","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;enclense;Microbacteriaceae,270000023303,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium enclense Mawlankar et al., 2015",Microbacterium enclense,,기타,"분리원: marine sediment sample in Chorao Island, Goa Province, India / 분포: marine sediment in Chorao Island, Goa Province, India / 분리방법: MA 배지에 standard serial dilution / 보존기관 정보: NCIM, DSM, CCTCC AB","배양배지: MA / 그람염색: 양성 / 콜로니특징: 불투명, 담황색, 원형 / 세포형태: 간균 / 세포크기: 0.4-0.6 X 0.5-0.8 ㎛",,온도(최적온도): 25-37(30) / 염도(최적염도): 0-12 / Ph(최적pH): 6-12(7) / 산소요구도: 호기성,"퀴논: MK-12, MK-11 / 주요 지방산: aiC15 : 0, i-C16 : 0 and ai-C17 : 0 / DNA G+C 비율(%): 66.5 / 기타 세포성분: diphosphatidylglycerol, phosphatidylglycerol","Catalase,  Aesculin, starch and Tweens 20, 40, 60 and 80 are hydrolysed, r H2S production, esterase (C4) and b-glucuronidase",,,,,정명,"Microbacterium enclense Mawlankar et al., 2015"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium hatanonis,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: in honour of Dr Kazunori Hatano / 분리원: 유제품, 토양, 물, 및 식물 / 분포: 다양한 환경 소스, 그리고 임상 샘플(인간 혈액 배양) 등 / 보존기관 정보: JCM, DSM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;hatanonis;Microbacteriaceae,270000023309,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium hatanonis Bakir et al., 2008",Microbacterium hatanonis,,기타,"의미: in honour of Dr Kazunori Hatano / 분리원: 유제품, 토양, 물, 및 식물 / 분포: 다양한 환경 소스, 그리고 임상 샘플(인간 혈액 배양) 등 / 보존기관 정보: JCM, DSM","배양배지: trypticase soy agar (TSA) / 그람염색: 양성 / 콜로니특징: 원형, 볼록, 전체 여백, 촉촉하고 윤기 있고 밝은 노란색. / 세포형태: 간균 / 세포크기: 0.8 X 1.7 ㎛",,"온도(최적온도): 10-37(30) / 염도(최적염도): 2% 이상 / Ph(최적pH): 6-9(7) / 산소요구도: 호기성 / 주요기질: f glucose, arabinose, mannose, mannitol, maltose and potassium gluconate","퀴논: MK-12 / 주요 지방산: anteisoC15:0, anteisoC17:0, isoC16:0 / DNA G+C 비율(%): 69 mol%","Catalase,  production of esterase, esterase lipase, leucine arylamidase, valine arylamidase, cystine arylamidase, trypsin, acid phosphatase, naphthol-AS-BI-phosphohydrolase, a-galactosidase",,,,,정명,"Microbacterium hatanonis Bakir et al., 2008"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium hydrocarbonoxydans,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: oxidizing hydrocarbons / 분리원: oil-containing environments / 분포: oil-containing / 보존기관 정보: DSM, NCIMB","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;hydrocarbonoxydans;Microbacteriaceae,270000023311,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium hydrocarbonoxydans Schippers et al., 2005",Microbacterium hydrocarbonoxydans,,기타,"의미: oxidizing hydrocarbons / 분리원: oil-containing environments / 분포: oil-containing / 보존기관 정보: DSM, NCIMB","배양배지: BAS / 그람염색: 양성 / 콜로니특징: 원형, 부드러운, 반투명 및 노랑 / 세포형태: 간균 / 세포크기: 0.3-1.5 ㎛",,"온도(최적온도): 30-37 / 염도(최적염도): 2-4% / Ph(최적pH): 7-9 (7) / 주요기질: N-acetyl-D-glucosamine, L-arabinose, D-cellobiose, Dfructose, D-galactose, gluconate, D-glucose, glycogen, D-maltose, D-mannose, L-rhamnose, D-ribose, D-sucrose, salicin, D-trehalose, L-xylose, D-mannitol, acetate, propionate, citrate, fumarate, DL-lactate, L-malate, pyruvate, L-alanine, L-aspartate, L-histidine, L-hydroxyproline, L-proline, L-serine, putrescine, phenylacetate, N-acetyl-D-galactosamine","퀴논: MK-11 and MK-12. / 주요 지방산: anteisoC15:0, anteisoC17:0","Catalase, Cystine arylamidase, Trypsin, Acid phosphatase, a-Galactosidase, b-Galactosidase, b-Glucuronidase, a-Glucosidase, b-Glucosidase, a-Fucosidase",,,,,정명,"Microbacterium hydrocarbonoxydans Schippers et al., 2005"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium insulae,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: insulae에서 분리되어서 / 분리원: 토양 / 분포: 한국 독도 토양 / 분리방법: 표준 희석 도말 기술 / 보존기관 정보: KCTC, CCUG","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;insulae;Microbacteriaceae,270000023312,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium insulae Yoon et al., 2009",Microbacterium insulae,,기타,"의미: insulae에서 분리되어서 / 분리원: 토양 / 분포: 한국 독도 토양 / 분리방법: 표준 희석 도말 기술 / 보존기관 정보: KCTC, CCUG",배양배지: TSA / 그람염색: 양성 / 세포형태: 간균 혹은 구균 / 세포크기: 0.2-0.5 x 0.5-1.8 ㎛,,"온도(최적온도): 20-38(30) / 염도(최적염도): 0-5(0.5-1.0) / Ph(최적pH): 5.5-8.0(6.5-7.0) / 산소요구도: 호기성 / 주요기질: Gelatin, Tween 20, Rhamnose, Methyl a-D-glucoside","퀴논: MK-13, MK-12 and MK-14 / 주요 지방산: anteiso-C15 : 0, anteiso-C17 : 0, iso-C17 : 0 and iso-C16 : 0 / DNA G+C 비율(%): 69.9 / 기타 세포성분: diphosphatidylglycerol, phosphatidylglycerol, unidentified phospholipid and an unidentified glycolipid","Oxidase, b-Glucosidase, N-Acetyl-b-glucos, Esterase, Esterase lipase",,,,,정명,"Microbacterium insulae Yoon et al., 2009"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Microbacterium jejuense,세균계; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,,,,,"의미: 제주에서 분리해서 jejuense / 분리원: 토양 / 분포: 대한민국 제주도 소나무 숲의 토양 / 보존기관 정보: KACC, JCM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Microbacterium;jejuense;Microbacteriaceae,270000023313,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Microbacteriaceae,,"Microbacterium jejuense Kook et al., 2014",Microbacterium jejuense,,기타,"의미: 제주에서 분리해서 jejuense / 분리원: 토양 / 분포: 대한민국 제주도 소나무 숲의 토양 / 보존기관 정보: KACC, JCM","배양배지: MA / 그람염색: 양성 / 콜로니특징: 둥근, 볼록, 놀란색 2-3mm colony 형성 / 세포형태: 간균 / 세포크기: 0.5-1.0 X 1.5-2.0 ㎛",,"온도(최적온도): 12-35 (30) / 염도(최적염도): 0-7(1-2) / Ph(최적pH): 6.5-10.5 (7) / 산소요구도: 호기성 / 주요기질: D-Xylose, D-Glucose, D-Fructose, D-Mannose, Amygdalin, D-Mannitol, N-Acetylglucosamine, Arbutin","퀴논: MK-12 and MK-13 / 주요 지방산: iso-C16 : 0, anteiso-C15 : 0 and anteiso-C17 : 0 / DNA G+C 비율(%): 75.6 / 기타 세포성분: phosphatidylglycerol, diphosphatidylglycerol and unidentified glycolipids, s ornithine, alanine, glycine","oxidase, catalase, Arginine dihydrolase, L-Arabinose, N-Acetylglucosamine",,,,,정명,"Microbacterium jejuense Kook et al., 2014"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Spirulina subsalsa,세균계; Cyanobacteria; Cyanophyceae; Spirulinales; Spirulinaceae,연안에 분포,연안에 분포,,,"세포는 청록색으로 나선형의 다세포 남조류에 속하는 종으로 스프링처럼 꼬임 형태를 보인다. 세포의 폭은 5~6㎛이며  꼬인 형태에서의 폭은 11~12㎛이다. 세포에는 엽록소, 피코시안 색소가 있어 광합성을 한다. 다른 Spirulina보다 크기도 작으며 성장도 많이 느리다.","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Spirulina;subsalsa;Spirulinaceae;연안에;분포,270000025258,Bacteria,세균계,Cyanobacteria,,Cyanophyceae,,Spirulinales,,Spirulinaceae,,"Spirulina subsalsa Oersted ex Gomont, 1892",Spirulina subsalsa,,기타,"세포는 청록색으로 나선형의 다세포 남조류에 속하는 종으로 스프링처럼 꼬임 형태를 보인다. 세포의 폭은 5~6㎛이며  꼬인 형태에서의 폭은 11~12㎛이다. 세포에는 엽록소, 피코시안 색소가 있어 광합성을 한다. 다른 Spirulina보다 크기도 작으며 성장도 많이 느리다.",,,,,,연안에 분포,연안에 분포,,,정명,"Spirulina subsalsa Oersted ex Gomont, 1892"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Dietzia timorensis,세균계; Actinomycetota; Actinomycetes; Mycobacteriales; Dietziaceae,,,,,"의미: 인도네시아 서 티모르에서 유래 / 분리원: 토양 샘플 / 분포: 인도네시아 서 티모르의 마호가니 나무 / 분리방법: Bennett’s agar, 14일, 28℃ / 보존기관 정보: BTCC, NBRC","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Dietzia;timorensis;Dietziaceae,270000021702,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Mycobacteriales,,Dietziaceae,,"Dietzia timorensis Yamamura et al., 2010",Dietzia timorensis,,기타,"의미: 인도네시아 서 티모르에서 유래 / 분리원: 토양 샘플 / 분포: 인도네시아 서 티모르의 마호가니 나무 / 분리방법: Bennett’s agar, 14일, 28℃ / 보존기관 정보: BTCC, NBRC","그람염색: 양성 / 콜로니특징: 원형, 반짝거림, 주황색 / 세포형태: 간균이나 구균 / 편모나 섬모 여부: 비운동성",,"온도(최적온도): 10-37 / 염도(최적염도): 0-7 / 산소요구도: 호기성 / 주요기질: esculin, cellobiose, D-fructose, D-glucose, glycerol, lactose","퀴논: MK-8 / 주요 지방산: C16 : 0, C18 : 1ω9c and 10-methyl C18 : 0 / DNA G+C 비율(%): 65.5 mol% / 기타 세포성분: phosphatidylglycerol",,,,,,정명,"Dietzia timorensis Yamamura et al., 2010"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Gordonia sihwensis,세균계; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae,,,,,"분리원: 한국 시화호의 폐수 고급 처리에 사용되는 부영양화 탈질 반응기 / 분포: 폐수 / 특성: nitrate-reducing bacterium, 균사 형성 / 보존기관 정보: DSM, NRRL","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Gordonia;sihwensis;Gordoniaceae,270000022258,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Mycobacteriales,,Gordoniaceae,,"Gordonia sihwensis Kim et al., 2003",Gordonia sihwensis,,기타,"분리원: 한국 시화호의 폐수 고급 처리에 사용되는 부영양화 탈질 반응기 / 분포: 폐수 / 특성: nitrate-reducing bacterium, 균사 형성 / 보존기관 정보: DSM, NRRL","배양배지: BA, TSB, GYMA / 그람염색: 양성 / 콜로니특징: Rough; white to tan / 세포형태: 간균 / 세포크기: 1.5-2.0 ㎛",,"온도(최적온도): 28 / Ph(최적pH): 7 / 산소요구도: 호기성 / 주요기질: D-Galactose, D-Sucrose, D-Turanose, D-Arabitol, N-Acetyl-D-glucosamine, Gluconate","퀴논: MK-9 / 주요 지방산: C16:1cis-9, C18:1 and 10-methyl C18 : 0 / DNA G+C 비율(%): mol% / 기타 세포성분: diphosphatidylglycerol, phosphatidylethanolamine, phosphatidylinositol and phosphatidylinositol mannosides",Nitrate reduction,,,,,정명,"Gordonia sihwensis Kim et al., 2003"
국립해양생물자원관_해양생물종정보 서비스,https://www.data.go.kr/data/15094770/openapi.do,,marine_life_species,Knoellia locipacati,세균계; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae,,,,,"의미: locipacati  는 평화로운 장소라는 의미 / 분리원: 흙 / 분포: 한국 비무장 지대 / 분리방법: standard dilution plating technique / 보존기관: KACC,  JCM","해양생물의 생김새, 서식지, 분포를 반영한 과학 동화 소재",국명·학명·서식지·분류체계를 활용한 관찰 질문과 퀴즈,5-7;8-10,해양생물종;Knoellia;locipacati;Intrasporangiaceae,270000027468,Bacteria,세균계,Actinomycetota,,Actinomycetes,,Micrococcales,,Intrasporangiaceae,,"Knoellia locipacati Shin et al., 2012",Knoellia locipacati,,기타,"의미: locipacati  는 평화로운 장소라는 의미 / 분리원: 흙 / 분포: 한국 비무장 지대 / 분리방법: standard dilution plating technique / 보존기관: KACC,  JCM","배양배지: R2A / 그람염색: 그람양성 / 콜로니특징: R2A 배지에서 원형, 약간 반짝거림, 촉촉, 반투명, 흰색 또는 크림색 0.5-0.7mm 직경의 colony 형성 / 세포형태: 간균 혹은 구군 / 편모나 섬모 여부: 운동성 없음",,"온도(최적온도): 10-37 (30) / 염도(최적염도): 0-5% (1%) / pH(최적pH): 6-9 (7-8) / 산소요구도: 호기성 / 주요기질: d-xylose, d-galactose, d-glucose, d-fructose, d-mannose, d-mannitol, d-sorbitol, aesculin, cellobiose, maltose, melezitose, starch, glycogen, turanose, d-lyxose and d-arabitol","퀴논: MK-8 / 주요 지방산: iso-C16 : 0, iso-C15 : 0 and iso-C14 : 0 / DNA G+C 비율(%): 72.6 mol% / 기타 세포성분: phosphatidylethanolamine, phosphatidylinositol, diphosphatidylglycerol, phosphatidylglycerol and five unknown phospholipids.","Catalase, alkaline phosphatase, esterase (C4), esterase lipase (C8), lipase (C14), leucine arylamidase, valine arylamidase, trypsin, acid phosphatase, naphthol-AS-BI-phosphohydrolase, β-galactosidase and α- and β-glucosidases",,,,,정명,"Knoellia locipacati Shin et al., 2012"
